boro,neighbourhood,rating,price,room_type,latitude,longitude
Brooklyn,Prospect-Lefferts Gardens,5,45,Private room,40.6563134511215,-73.955350230765
Brooklyn,Prospect-Lefferts Gardens,4.5,48,Private room,40.6573817243842,-73.9566051359913
Brooklyn,Prospect-Lefferts Gardens,4.5,100,Entire home/apt,40.6562514364034,-73.9549803555189
Brooklyn,Prospect-Lefferts Gardens,4.5,100,Entire home/apt,40.6608976209278,-73.9586462699418
Brooklyn,Prospect-Lefferts Gardens,4.5,60,Private room,40.6561828326649,-73.9592116004825
Brooklyn,Prospect-Lefferts Gardens,5,46,Private room,40.6563354632941,-73.9584624264678
Brooklyn,Prospect-Lefferts Gardens,4,110,Entire home/apt,40.6557523229807,-73.9609040286294
Brooklyn,Prospect-Lefferts Gardens,5,60,Private room,40.6587874776276,-73.9576191546595
Brooklyn,Prospect-Lefferts Gardens,4,100,Entire home/apt,40.6597326530301,-73.9603292691913
Brooklyn,Prospect-Lefferts Gardens,4.5,135,Entire home/apt,40.6560200529109,-73.9589072752456
Brooklyn,Prospect-Lefferts Gardens,5,20,Shared room,40.6606186003578,-73.9579469079734
Brooklyn,Prospect-Lefferts Gardens,4.5,99,Entire home/apt,40.6612140128252,-73.950697544364
Brooklyn,Prospect-Lefferts Gardens,4.5,140,Entire home/apt,40.6611765790546,-73.9556896840683
Brooklyn,Prospect-Lefferts Gardens,4,100,Entire home/apt,40.6565346976499,-73.9450787488687
Brooklyn,Prospect-Lefferts Gardens,4.5,55,Private room,40.6603823425607,-73.9497228606406
Brooklyn,Prospect-Lefferts Gardens,4,39,Private room,40.65883332503,-73.951614701194
Brooklyn,Prospect-Lefferts Gardens,5,40,Private room,40.6560349951012,-73.9579845014873
Brooklyn,Prospect-Lefferts Gardens,4,80,Entire home/apt,40.6558690949164,-73.9548213951553
Brooklyn,Prospect-Lefferts Gardens,4,50,Private room,40.6601994027626,-73.9624585759388
Brooklyn,Prospect-Lefferts Gardens,5,100,Private room,40.6595502911385,-73.9606598507601
Brooklyn,Prospect-Lefferts Gardens,5,80,Private room,40.6555430018887,-73.9604617617995
Brooklyn,Prospect-Lefferts Gardens,4,36,Private room,40.6582210689851,-73.9543944232269
Brooklyn,Prospect-Lefferts Gardens,5,60,Entire home/apt,40.6565951233133,-73.9614846149987
Brooklyn,Prospect-Lefferts Gardens,4,84,Entire home/apt,40.6608085551694,-73.9496322811873
Brooklyn,Prospect-Lefferts Gardens,4,199,Entire home/apt,40.6610572157566,-73.9470665891501
Brooklyn,Prospect-Lefferts Gardens,5,130,Entire home/apt,40.6605783920802,-73.958245359115
Brooklyn,Prospect-Lefferts Gardens,4.5,50,Private room,40.6568974162045,-73.9570306302999
Brooklyn,Prospect-Lefferts Gardens,4.5,225,Entire home/apt,40.6562714494638,-73.954682121766
Brooklyn,Prospect-Lefferts Gardens,5,70,Entire home/apt,40.6607130074998,-73.9558013225214
Brooklyn,Prospect-Lefferts Gardens,4,148,Entire home/apt,40.6615540067077,-73.9467385414821
Brooklyn,Prospect-Lefferts Gardens,5,95,Entire home/apt,40.6583025837237,-73.9565368399855
Brooklyn,Prospect-Lefferts Gardens,4,95,Entire home/apt,40.663141603947,-73.9537205915488
Brooklyn,Prospect-Lefferts Gardens,4.5,62,Private room,40.6595647773161,-73.9490604414407
Brooklyn,Prospect-Lefferts Gardens,4.5,175,Entire home/apt,40.6597627520209,-73.9560376594228
Brooklyn,Prospect-Lefferts Gardens,4.5,65,Private room,40.6618177892956,-73.9533816725351
Brooklyn,Prospect-Lefferts Gardens,5,130,Entire home/apt,40.6623269985025,-73.9614973983435
Brooklyn,Prospect-Lefferts Gardens,4.5,110,Entire home/apt,40.6591456118732,-73.9600423758165
Brooklyn,Prospect-Lefferts Gardens,4.5,100,Entire home/apt,40.6562806925695,-73.9613799774015
Brooklyn,Prospect-Lefferts Gardens,4.5,55,Private room,40.6551403080942,-73.9579452327594
Brooklyn,Prospect-Lefferts Gardens,4,100,Entire home/apt,40.6602139792876,-73.9600066761951
Brooklyn,Prospect-Lefferts Gardens,5,38,Private room,40.6603401659468,-73.9612081533545
Brooklyn,Prospect-Lefferts Gardens,4,200,Entire home/apt,40.6549692631788,-73.9616918874135
Brooklyn,Prospect-Lefferts Gardens,4.5,73,Private room,40.6556281000013,-73.9605177691863
Brooklyn,Prospect-Lefferts Gardens,5,65,Private room,40.6614534524957,-73.9600494222843
Brooklyn,Prospect-Lefferts Gardens,5,110,Entire home/apt,40.6608020198593,-73.9623508025519
Brooklyn,Prospect-Lefferts Gardens,4.5,72,Private room,40.6580227240716,-73.960246147307
Brooklyn,Prospect-Lefferts Gardens,4,50,Private room,40.6596055784713,-73.9592033067256
Brooklyn,Prospect-Lefferts Gardens,4.5,84,Private room,40.6623091384849,-73.9539429016517
Brooklyn,Prospect-Lefferts Gardens,5,100,Entire home/apt,40.6602773619322,-73.9610000522655
Brooklyn,Prospect-Lefferts Gardens,4.5,49,Private room,40.6624569720891,-73.9467143096252
Brooklyn,Prospect-Lefferts Gardens,4.5,100,Entire home/apt,40.6595564892181,-73.9601654090464
Brooklyn,Prospect-Lefferts Gardens,5,99,Entire home/apt,40.6621940317463,-73.9627401344581
Brooklyn,Prospect-Lefferts Gardens,3,125,Private room,40.6621551035736,-73.9429893738181
Brooklyn,Prospect-Lefferts Gardens,4.5,110,Entire home/apt,40.6614598159407,-73.9547838540018
Brooklyn,Prospect-Lefferts Gardens,5,120,Private room,40.6622338887148,-73.959549735801
Brooklyn,Prospect-Lefferts Gardens,5,285,Entire home/apt,40.6624566743325,-73.9519426642431
Brooklyn,Prospect-Lefferts Gardens,4,77,Private room,40.6584627671555,-73.9505714019091
Brooklyn,Prospect-Lefferts Gardens,4,109,Entire home/apt,40.6584228499066,-73.94791147739
Brooklyn,Prospect-Lefferts Gardens,4.5,90,Entire home/apt,40.6552980282155,-73.9581570686249
Brooklyn,Prospect-Lefferts Gardens,4.5,125,Entire home/apt,40.659614817675,-73.9617670182764
Brooklyn,Prospect-Lefferts Gardens,4.5,52,Private room,40.6608275170975,-73.9624696490235
Brooklyn,Prospect-Lefferts Gardens,5,85,Private room,40.6620084187291,-73.9541428981483
Brooklyn,Prospect-Lefferts Gardens,4.5,72,Entire home/apt,40.6580203303718,-73.9552323714454
Brooklyn,Prospect-Lefferts Gardens,4.5,125,Entire home/apt,40.6582600193006,-73.9595060605168
Brooklyn,Prospect-Lefferts Gardens,5,50,Private room,40.6613018207305,-73.9619342219995
Brooklyn,Prospect-Lefferts Gardens,4.5,110,Entire home/apt,40.6588895708574,-73.960082740359
Brooklyn,Prospect-Lefferts Gardens,5,99,Entire home/apt,40.6598892665423,-73.9538559041365
Brooklyn,Prospect-Lefferts Gardens,4.5,225,Entire home/apt,40.6591499016617,-73.9600973429141
Brooklyn,Prospect-Lefferts Gardens,4.5,55,Private room,40.6592305410881,-73.9506605932649
Brooklyn,Prospect-Lefferts Gardens,4.5,125,Entire home/apt,40.6599341502388,-73.9572456201946
Brooklyn,Prospect-Lefferts Gardens,4,119,Entire home/apt,40.6616432297135,-73.959803964097
Brooklyn,Prospect-Lefferts Gardens,5,107,Entire home/apt,40.6583780144646,-73.9604814306923
Brooklyn,Prospect-Lefferts Gardens,4,60,Private room,40.655079414722,-73.9568904867066
Brooklyn,Prospect-Lefferts Gardens,4.5,70,Private room,40.6612926662167,-73.9611738401963
Brooklyn,Prospect-Lefferts Gardens,4.5,70,Private room,40.6622860954858,-73.9629572595427
Brooklyn,Prospect-Lefferts Gardens,5,83,Private room,40.6573218599037,-73.9599084351878
Brooklyn,Prospect-Lefferts Gardens,4.5,40,Private room,40.6621056656896,-73.95125204193
Brooklyn,Prospect-Lefferts Gardens,5,75,Private room,40.6612208882442,-73.9486666298559
Brooklyn,Prospect-Lefferts Gardens,5,70,Entire home/apt,40.6603823381088,-73.9602631894396
Brooklyn,Prospect-Lefferts Gardens,4.5,75,Entire home/apt,40.661408489498,-73.9617502269196
Brooklyn,Prospect-Lefferts Gardens,4.5,90,Entire home/apt,40.6607798285744,-73.961229615848
Brooklyn,Prospect-Lefferts Gardens,4.5,65,Private room,40.6578721313253,-73.9585301469817
Brooklyn,Prospect-Lefferts Gardens,4.5,199,Entire home/apt,40.6615659967687,-73.9527072534577
Brooklyn,Prospect-Lefferts Gardens,4.5,100,Entire home/apt,40.6590775551049,-73.9612549857809
Brooklyn,Prospect-Lefferts Gardens,4.5,99,Entire home/apt,40.6576715789574,-73.9525108501963
Brooklyn,Prospect-Lefferts Gardens,4.5,92,Private room,40.6603903853576,-73.9593686325817
Brooklyn,Prospect-Lefferts Gardens,5,59,Private room,40.6612687978753,-73.945155998863
Brooklyn,Prospect-Lefferts Gardens,4.5,45,Private room,40.6608032624813,-73.9619677667323
Brooklyn,Prospect-Lefferts Gardens,4,88,Entire home/apt,40.6557001287832,-73.9547064019351
Brooklyn,Prospect-Lefferts Gardens,4.5,150,Entire home/apt,40.6566005177781,-73.9616150791764
Brooklyn,Prospect-Lefferts Gardens,4.5,62,Private room,40.6617323572747,-73.9615819743957
Brooklyn,Prospect-Lefferts Gardens,4,31,Private room,40.6616450296034,-73.9577865337007
Brooklyn,Prospect-Lefferts Gardens,5,85,Private room,40.6624176638669,-73.9512857269272
Brooklyn,Prospect-Lefferts Gardens,4.5,125,Entire home/apt,40.6619492078,-73.9527513799254
Brooklyn,Prospect-Lefferts Gardens,4.5,72,Private room,40.6601791781794,-73.9600544827262
Brooklyn,Prospect-Lefferts Gardens,4.5,142,Entire home/apt,40.6600724594023,-73.9620710398636
Brooklyn,Prospect-Lefferts Gardens,4,75,Private room,40.656276866747604,-73.9575268312866
Brooklyn,Prospect-Lefferts Gardens,4,65,Private room,40.6608902318235,-73.9399267896532
Brooklyn,Prospect-Lefferts Gardens,5,220,Private room,40.6631712637418,-73.9527359772216
Brooklyn,Prospect-Lefferts Gardens,4.5,200,Entire home/apt,40.6573124816343,-73.9469348582788
Brooklyn,Prospect-Lefferts Gardens,4.5,55,Private room,40.655092680824,-73.958406149779
Brooklyn,Prospect-Lefferts Gardens,4.5,89,Private room,40.6570106101899,-73.9605529699466
Brooklyn,Prospect-Lefferts Gardens,4.5,99,Private room,40.65612392562,-73.9599802777792
Brooklyn,Prospect-Lefferts Gardens,5,59,Shared room,40.6598842296525,-73.9612016461007
Brooklyn,Prospect-Lefferts Gardens,4,129,Entire home/apt,40.6606058304393,-73.9449014011357
Brooklyn,Prospect-Lefferts Gardens,5,100,Entire home/apt,40.6605113615568,-73.9627662524307
Brooklyn,Prospect-Lefferts Gardens,5,40,Private room,40.6559083931868,-73.958664035946
Brooklyn,Prospect-Lefferts Gardens,5,80,Private room,40.6597538537274,-73.9625870444357
Brooklyn,Prospect-Lefferts Gardens,5,650,Entire home/apt,40.6610753048124,-73.9556748466885
Brooklyn,Prospect-Lefferts Gardens,4.5,80,Private room,40.6613864142641,-73.9602676377261
Brooklyn,Prospect-Lefferts Gardens,4,125,Entire home/apt,40.6554276702949,-73.960349859293
Brooklyn,Prospect-Lefferts Gardens,4.5,71,Private room,40.655138743302,-73.9595601649136
Brooklyn,Prospect-Lefferts Gardens,4.5,85,Private room,40.6635875129455,-73.9523475878905
Brooklyn,Prospect-Lefferts Gardens,4.5,199,Entire home/apt,40.6627140928501,-73.9539212526439
Brooklyn,Prospect-Lefferts Gardens,3,89,Entire home/apt,40.6584487065564,-73.9613054560727
Brooklyn,Prospect-Lefferts Gardens,4,75,Private room,40.6578319615009,-73.9606841547033
Brooklyn,Prospect-Lefferts Gardens,4.5,120,Entire home/apt,40.6616179556576,-73.9600094335615
Brooklyn,Prospect-Lefferts Gardens,4.5,199,Entire home/apt,40.6549951564281,-73.9597533158088
Brooklyn,Prospect-Lefferts Gardens,3.5,52,Private room,40.6593673342925,-73.9437138492067
Brooklyn,Prospect-Lefferts Gardens,5,57,Private room,40.6628370545404,-73.9496905977824
Brooklyn,Prospect-Lefferts Gardens,5,90,Entire home/apt,40.6607081440782,-73.9602635682897
Brooklyn,Prospect-Lefferts Gardens,5,115,Entire home/apt,40.6610986019628,-73.9610834767725
Brooklyn,Prospect-Lefferts Gardens,4.5,46,Private room,40.6552408094408,-73.9564576881066
Brooklyn,Prospect-Lefferts Gardens,4.5,90,Entire home/apt,40.6551774291923,-73.960953289586
Brooklyn,Prospect-Lefferts Gardens,5,98,Entire home/apt,40.6601176985559,-73.9607837314186
Brooklyn,Prospect-Lefferts Gardens,5,50,Private room,40.6578339902087,-73.9562995227573
Brooklyn,Prospect-Lefferts Gardens,5,69,Entire home/apt,40.6615108044674,-73.9619424863142
Brooklyn,Prospect-Lefferts Gardens,4.5,131,Entire home/apt,40.6614192948406,-73.9486405069135
Brooklyn,Prospect-Lefferts Gardens,4.5,125,Entire home/apt,40.6584832817964,-73.9599579840506
Brooklyn,Prospect-Lefferts Gardens,5,120,Private room,40.6618400164213,-73.9600065107266
Brooklyn,Prospect-Lefferts Gardens,4.5,99,Private room,40.662203907674,-73.9469326891555
Brooklyn,Prospect-Lefferts Gardens,4.5,85,Entire home/apt,40.6552801343312,-73.9538810222948
Brooklyn,Prospect-Lefferts Gardens,4.5,90,Entire home/apt,40.6596231963633,-73.9606257628525
Brooklyn,Prospect-Lefferts Gardens,4.5,110,Entire home/apt,40.6558892503343,-73.959476924934
Brooklyn,Prospect-Lefferts Gardens,5,80,Entire home/apt,40.6587070092579,-73.9610130515069
Brooklyn,Prospect-Lefferts Gardens,4.5,47,Private room,40.6611412929457,-73.9489370821535
Brooklyn,Prospect-Lefferts Gardens,4.5,59,Private room,40.662424504778,-73.9573132298011
Brooklyn,Prospect-Lefferts Gardens,4.5,83,Private room,40.6579786999616,-73.959853787629
Brooklyn,Prospect-Lefferts Gardens,4,135,Entire home/apt,40.6570963918713,-73.9400174789001
Brooklyn,Prospect-Lefferts Gardens,4,58,Private room,40.6616737905702,-73.9509754659656
Brooklyn,Prospect-Lefferts Gardens,4.5,47,Private room,40.6612401902711,-73.9478256865686
Brooklyn,Prospect-Lefferts Gardens,4,46,Private room,40.6598730254635,-73.9522849854757
Brooklyn,Prospect-Lefferts Gardens,5,85,Entire home/apt,40.6620070789507,-73.9618957555622
Brooklyn,Prospect-Lefferts Gardens,5,78,Private room,40.6586207963922,-73.9577673468295
Brooklyn,Prospect-Lefferts Gardens,4.5,45,Private room,40.6624147422096,-73.9577503744096
Brooklyn,Prospect-Lefferts Gardens,4.5,40,Private room,40.6632376504276,-73.9596268759911
Brooklyn,Prospect-Lefferts Gardens,4.5,88,Entire home/apt,40.6624939124434,-73.9579544956187
Brooklyn,Prospect-Lefferts Gardens,5,100,Entire home/apt,40.655396161726,-73.9523971156426
Brooklyn,Prospect-Lefferts Gardens,4.5,90,Entire home/apt,40.6597890806817,-73.9618038469642
Brooklyn,Prospect-Lefferts Gardens,4.5,85,Entire home/apt,40.6565562795735,-73.9557231392883
Brooklyn,Prospect-Lefferts Gardens,5,60,Private room,40.6593376939294,-73.9593726715848
Brooklyn,Prospect-Lefferts Gardens,4.5,75,Entire home/apt,40.6628834718009,-73.9566623209706
Brooklyn,Prospect-Lefferts Gardens,4.5,45,Private room,40.6551324022129,-73.9564059865258
Brooklyn,Prospect-Lefferts Gardens,4.5,75,Private room,40.6592956777685,-73.9568619920575
Brooklyn,Prospect-Lefferts Gardens,4.5,60,Private room,40.6613257156716,-73.950709598373
Brooklyn,Prospect-Lefferts Gardens,3,46,Private room,40.6605615717034,-73.9528166430743
Brooklyn,Prospect-Lefferts Gardens,5,60,Private room,40.6561060483287,-73.9514989981726
Brooklyn,Prospect-Lefferts Gardens,5,99,Entire home/apt,40.6586784450465,-73.9616592106185
Brooklyn,Prospect-Lefferts Gardens,4,110,Entire home/apt,40.660855381123604,-73.9606189538681
Brooklyn,Prospect-Lefferts Gardens,4,90,Entire home/apt,40.6551133079485,-73.9609564926584
Brooklyn,Prospect-Lefferts Gardens,4.5,125,Entire home/apt,40.6603529695508,-73.9515600943632
Brooklyn,Prospect-Lefferts Gardens,5,150,Entire home/apt,40.6570996570384,-73.9577920038797
Brooklyn,Prospect-Lefferts Gardens,4,42,Private room,40.656682056671,-73.9596906681758
Brooklyn,Prospect-Lefferts Gardens,4.5,225,Entire home/apt,40.658059277207,-73.9581511771494
Brooklyn,Prospect-Lefferts Gardens,4.5,50,Private room,40.6574747463221,-73.960998259912
Brooklyn,Prospect-Lefferts Gardens,5,35,Private room,40.6566091963827,-73.9614416853811
Brooklyn,Prospect-Lefferts Gardens,4.5,53,Private room,40.6580488609273,-73.9436067888296
Brooklyn,Prospect-Lefferts Gardens,4.5,92,Entire home/apt,40.6553890641884,-73.9527197739916
Brooklyn,Prospect-Lefferts Gardens,4.5,125,Entire home/apt,40.6628907629966,-73.9617537401639
Brooklyn,Prospect-Lefferts Gardens,4.5,68,Entire home/apt,40.6603745230786,-73.9590089909068
Brooklyn,Prospect-Lefferts Gardens,5,50,Private room,40.660787202919,-73.9569334377815
Brooklyn,Prospect-Lefferts Gardens,5,75,Private room,40.6551176702973,-73.9574175388444
Brooklyn,Prospect-Lefferts Gardens,4.5,125,Entire home/apt,40.6574282390972,-73.9615506498571
Brooklyn,Prospect-Lefferts Gardens,4.5,133,Entire home/apt,40.6610973395763,-73.9619345718308
Brooklyn,Prospect-Lefferts Gardens,4.5,70,Entire home/apt,40.661526159502,-73.951716924225
Brooklyn,Prospect-Lefferts Gardens,4,50,Private room,40.6589798028069,-73.9451763832964
Brooklyn,Prospect-Lefferts Gardens,5,110,Entire home/apt,40.6589010649872,-73.9596895834236
Brooklyn,Prospect-Lefferts Gardens,4.5,95,Entire home/apt,40.662167660372,-73.9505077359071
Brooklyn,Prospect-Lefferts Gardens,5,115,Entire home/apt,40.6576935203581,-73.9616066565264
Brooklyn,Prospect-Lefferts Gardens,4,40,Private room,40.6552824639941,-73.9559227018951
Brooklyn,Prospect-Lefferts Gardens,4.5,65,Private room,40.6602558564529,-73.9399196769811
Brooklyn,Prospect-Lefferts Gardens,4.5,249,Entire home/apt,40.6594639016291,-73.9496123557369
Brooklyn,Prospect-Lefferts Gardens,4,95,Entire home/apt,40.6625304959451,-73.9441368898867
Brooklyn,Prospect-Lefferts Gardens,4.5,100,Entire home/apt,40.6610448939748,-73.9592920245263
Brooklyn,Prospect-Lefferts Gardens,5,43,Private room,40.6567050664541,-73.9621955830723
Brooklyn,Prospect-Lefferts Gardens,5,117,Private room,40.6584999488441,-73.9590584718129
Brooklyn,Prospect-Lefferts Gardens,4.5,50,Private room,40.6553644322403,-73.9593087755577
Brooklyn,Prospect-Lefferts Gardens,4,90,Entire home/apt,40.6594762553154,-73.962043478095
Brooklyn,Prospect-Lefferts Gardens,4.5,100,Entire home/apt,40.6607570273801,-73.9550618587064
Brooklyn,Prospect-Lefferts Gardens,4,160,Entire home/apt,40.6604230655162,-73.9623364858849
Brooklyn,Prospect-Lefferts Gardens,5,40,Private room,40.660163574317,-73.9536390954807
Brooklyn,Prospect-Lefferts Gardens,4,114,Entire home/apt,40.6585396895299,-73.9507066740071
Brooklyn,Prospect-Lefferts Gardens,5,85,Private room,40.6626016009019,-73.96135830498
Brooklyn,Prospect-Lefferts Gardens,5,60,Entire home/apt,40.6611220181478,-73.9479939365479
Brooklyn,Prospect-Lefferts Gardens,4,70,Private room,40.6605452965754,-73.9459014850378
Brooklyn,Prospect-Lefferts Gardens,4.5,65,Private room,40.6574098197382,-73.9613130657294
Brooklyn,Prospect-Lefferts Gardens,5,125,Entire home/apt,40.6545851879134,-73.960695090254
Brooklyn,Prospect-Lefferts Gardens,5,70,Private room,40.6594877812273,-73.9424597039418
Brooklyn,Prospect-Lefferts Gardens,4.5,80,Private room,40.6631310244265,-73.9402771685498
Brooklyn,Prospect-Lefferts Gardens,4.5,55,Private room,40.6558908688048,-73.9553869735755
Brooklyn,Prospect-Lefferts Gardens,4.5,80,Private room,40.663352430712,-73.9539352437844
Brooklyn,Prospect-Lefferts Gardens,4.5,60,Private room,40.660949515866,-73.9618726488638
Brooklyn,Prospect-Lefferts Gardens,5,40,Private room,40.6621123153499,-73.9580355801769
Brooklyn,Prospect-Lefferts Gardens,4.5,90,Entire home/apt,40.6609358280759,-73.9473698666431
Brooklyn,Prospect-Lefferts Gardens,4.5,125,Entire home/apt,40.6550658100711,-73.9582421223268
Brooklyn,Prospect-Lefferts Gardens,5,70,Private room,40.6621212841409,-73.9596682359683
Brooklyn,Prospect-Lefferts Gardens,5,99,Private room,40.6580226477562,-73.9559450369152
Brooklyn,Prospect-Lefferts Gardens,4.5,150,Entire home/apt,40.6593764349675,-73.943551878197
Brooklyn,Prospect-Lefferts Gardens,4.5,49,Private room,40.6633117102547,-73.9460473147549
Brooklyn,Prospect-Lefferts Gardens,5,98,Entire home/apt,40.6579850461089,-73.949236162667
Brooklyn,Prospect-Lefferts Gardens,5,40,Private room,40.6585894037007,-73.9619565108615
Brooklyn,Prospect-Lefferts Gardens,4.5,100,Entire home/apt,40.6575182468454,-73.9572789803282
Brooklyn,Prospect-Lefferts Gardens,4,65,Private room,40.6584107696387,-73.9501624918282
Brooklyn,Prospect-Lefferts Gardens,4.5,98,Entire home/apt,40.6601834072647,-73.9618584861671
Brooklyn,Prospect-Lefferts Gardens,3,30,Private room,40.6588712054909,-73.9488223512574
Brooklyn,Prospect-Lefferts Gardens,5,42,Private room,40.6626072639438,-73.9587958383918
Brooklyn,Prospect-Lefferts Gardens,4,120,Entire home/apt,40.6582932101424,-73.9594672356103
Brooklyn,Prospect-Lefferts Gardens,5,85,Private room,40.6551763984787,-73.961083251115
Brooklyn,Prospect-Lefferts Gardens,4,125,Entire home/apt,40.6612795416072,-73.9479743919497
Brooklyn,Prospect-Lefferts Gardens,4.5,80,Private room,40.6568131551173,-73.9483997906265
Brooklyn,Prospect-Lefferts Gardens,5,115,Entire home/apt,40.6622073436238,-73.9539692428219
Brooklyn,Prospect-Lefferts Gardens,4,49,Private room,40.6598709919598,-73.9507574434605
Brooklyn,Prospect-Lefferts Gardens,4.5,65,Private room,40.6593301443292,-73.9593075906515
Brooklyn,Prospect-Lefferts Gardens,4.5,155,Entire home/apt,40.661863892634,-73.9622160134564
Brooklyn,Prospect-Lefferts Gardens,4.5,42,Private room,40.6555448685228,-73.9580015814225
Brooklyn,Prospect-Lefferts Gardens,4,125,Entire home/apt,40.6551596618736,-73.9588191993774
Brooklyn,Prospect-Lefferts Gardens,5,130,Entire home/apt,40.658247534844,-73.960731510187
Brooklyn,Prospect-Lefferts Gardens,4,100,Entire home/apt,40.6592582379249,-73.9483739977615
Brooklyn,Prospect-Lefferts Gardens,4,200,Entire home/apt,40.6586763243294,-73.9463910692197
Brooklyn,Prospect-Lefferts Gardens,5,75,Private room,40.6590997342269,-73.9594179510707
Brooklyn,Prospect-Lefferts Gardens,4.5,130,Entire home/apt,40.6575994167631,-73.9460854906063
Brooklyn,Prospect-Lefferts Gardens,4,55,Private room,40.655203636262,-73.9593771370066
Brooklyn,Prospect-Lefferts Gardens,4.5,85,Private room,40.6563303970382,-73.9594586100568
Brooklyn,Prospect-Lefferts Gardens,4.5,159,Entire home/apt,40.6593604115047,-73.9424041978198
Brooklyn,Prospect-Lefferts Gardens,4,62,Entire home/apt,40.6606790825319,-73.9600319771947
Brooklyn,Prospect-Lefferts Gardens,4.5,53,Private room,40.6615557760336,-73.9472451226246
Brooklyn,Prospect-Lefferts Gardens,4.5,50,Private room,40.6630214498849,-73.9606506805099
Brooklyn,Prospect-Lefferts Gardens,4,65,Private room,40.6582039505365,-73.9527502579795
Brooklyn,Prospect-Lefferts Gardens,5,225,Entire home/apt,40.6574730102655,-73.9579797251582
Brooklyn,Prospect-Lefferts Gardens,5,38,Private room,40.660454643258,-73.9607236518408
Brooklyn,Prospect-Lefferts Gardens,3.5,150,Entire home/apt,40.6565111822402,-73.9532196216861
Brooklyn,Prospect-Lefferts Gardens,4,55,Private room,40.6593604339551,-73.9513922867153
Brooklyn,Prospect-Lefferts Gardens,5,45,Private room,40.6568263166654,-73.9609020536517
Brooklyn,Prospect-Lefferts Gardens,4.5,60,Private room,40.6562780951664,-73.9601401515797
Brooklyn,Prospect-Lefferts Gardens,4.5,50,Private room,40.6618193983094,-73.9571167481677
Brooklyn,Prospect-Lefferts Gardens,4.5,50,Private room,40.6580125057559,-73.9608139351776
Brooklyn,Prospect-Lefferts Gardens,4,95,Private room,40.6602048818988,-73.9504329161292
Brooklyn,Prospect-Lefferts Gardens,5,105,Entire home/apt,40.658275214675,-73.9615154020937
Brooklyn,Prospect-Lefferts Gardens,5,50,Private room,40.6585410394881,-73.961036770476
Brooklyn,Prospect-Lefferts Gardens,4.5,120,Entire home/apt,40.6615023095944,-73.9624949264303
Brooklyn,Prospect-Lefferts Gardens,5,56,Private room,40.6618510865905,-73.9597522438516
Brooklyn,Prospect-Lefferts Gardens,3.5,53,Private room,40.65864474391,-73.9438353041511
Brooklyn,Prospect-Lefferts Gardens,4,47,Private room,40.6626975541735,-73.9471603358956
Brooklyn,Prospect-Lefferts Gardens,4,80,Entire home/apt,40.6634884311237,-73.9422198887363
Brooklyn,Prospect-Lefferts Gardens,4.5,60,Private room,40.660336058945,-73.9593392032069
Brooklyn,Prospect-Lefferts Gardens,5,30,Private room,40.657757468861,-73.9521815098504
Brooklyn,Prospect-Lefferts Gardens,5,115,Private room,40.6582476370276,-73.9595288718021
Brooklyn,Prospect-Lefferts Gardens,5,139,Entire home/apt,40.6583078104809,-73.9607487413435
Brooklyn,Prospect-Lefferts Gardens,4.5,150,Entire home/apt,40.662053739881,-73.9630055727006
Brooklyn,Prospect-Lefferts Gardens,4,50,Private room,40.6558968368495,-73.9620051306268
Brooklyn,Prospect-Lefferts Gardens,4,79,Private room,40.657470453011,-73.9486091445421
Brooklyn,Prospect-Lefferts Gardens,4,50,Private room,40.6611908565771,-73.9488191152269
Brooklyn,Prospect-Lefferts Gardens,4.5,310,Entire home/apt,40.6607444511373,-73.9461789755601
Brooklyn,Prospect-Lefferts Gardens,4.5,40,Entire home/apt,40.6615810669709,-73.9599871910246
Brooklyn,Prospect-Lefferts Gardens,5,43,Private room,40.656632928869,-73.9598856003378
Brooklyn,Prospect-Lefferts Gardens,4.5,70,Entire home/apt,40.6586933252051,-73.9565242298776
Brooklyn,Prospect-Lefferts Gardens,4,50,Private room,40.6559764662318,-73.9551223599913
Brooklyn,Prospect-Lefferts Gardens,5,125,Entire home/apt,40.6620091599082,-73.9535171320593
Brooklyn,Prospect-Lefferts Gardens,4.5,40,Private room,40.6608892487895,-73.9510245233926
Brooklyn,Prospect-Lefferts Gardens,4.5,70,Entire home/apt,40.6604404284802,-73.9611365451418
Brooklyn,Prospect-Lefferts Gardens,4.5,70,Entire home/apt,40.661593205984,-73.9614625457972
Brooklyn,Prospect-Lefferts Gardens,4,45,Private room,40.6554519100425,-73.9578117804928
Brooklyn,Prospect-Lefferts Gardens,5,75,Private room,40.6578526724576,-73.961371827961
Brooklyn,Prospect-Lefferts Gardens,4.5,399,Entire home/apt,40.6600083597057,-73.946644644116
Brooklyn,Prospect-Lefferts Gardens,4.5,48,Private room,40.6619932002335,-73.962942881379007
Brooklyn,Prospect-Lefferts Gardens,5,150,Entire home/apt,40.6581336162836,-73.9577265180555
Brooklyn,Prospect-Lefferts Gardens,4.5,100,Entire home/apt,40.6562437417229,-73.9603424655163
Brooklyn,Prospect-Lefferts Gardens,4,129,Entire home/apt,40.6593200371113,-73.9417911019396
Brooklyn,Prospect-Lefferts Gardens,4.5,151,Entire home/apt,40.6583269664274,-73.9481911156093
Brooklyn,Prospect-Lefferts Gardens,5,93,Entire home/apt,40.661899046488,-73.9621739736528
Brooklyn,Prospect-Lefferts Gardens,5,69,Private room,40.6569360898021,-73.9614345586296
